Original duration,Reconstructed duration,Duration difference
15.18625850340136,15.185850340136057,0.0004081632653054
13.645079365079363,13.64172335600907,0.0033560090702948
16.45482993197279,16.451337868480724,0.0034920634920645
20.83433106575964,20.82829931972789,0.0060317460317484
22.36294784580499,22.36081632653061,0.0021315192743749
23.10621315192744,23.10385487528345,0.0023582766439922
15.290068027210884,15.27873015873016,0.0113378684807248
18.65746031746032,18.657233560090702,0.0002267573696137
34.01215419501134,34.00562358276644,0.0065306122449015
20.06108843537415,20.050430839002267,0.0106575963718817
14.796190476190477,14.79111111111111,0.0050793650793661
16.47034013605442,16.46294784580499,0.0073922902494309
20.271655328798182,20.271020408163267,0.0006349206349192
22.37396825396825,22.37242630385488,0.0015419501133777
19.2237641723356,19.21451247165533,0.0092517006802701
13.971519274376416,13.966802721088436,0.0047165532879827
23.313605442176872,23.312834467120183,0.0007709750566888
17.26875283446712,17.264036281179138,0.0047165532879809
11.167256235827663,11.15718820861678,0.0100680272108846
12.1637641723356,12.1556462585034,0.0081179138321996
16.330385487528346,16.32362811791383,0.0067573696145153
18.19619047619048,18.192834467120186,0.0033560090702948
19.15201814058957,19.14485260770975,0.0071655328798172
15.129206349206347,15.12780045351474,0.0014058956916098
26.137732426303856,26.1340589569161,0.0036734693877562
25.13383219954649,25.12399092970521,0.0098412698412708
20.60675736961452,20.59609977324263,0.0106575963718817
15.577777777777778,15.568979591836737,0.0087981859410426
23.63922902494331,23.637913832199548,0.001315192743764
17.284126984126985,17.2756462585034,0.0084807256235848
18.959138321995464,18.959092970521542,4.535147392203953e-05
18.361451247165533,18.355374149659863,0.0060770975056705
15.462630385487529,15.452879818594104,0.009750566893425
20.95746031746032,20.956009070294783,0.0014512471655336
15.830975056689342,15.824399092970522,0.00657596371882
14.99283446712018,14.988480725623583,0.0043537414965975
20.537142857142857,20.526439909297054,0.0107029478458038
21.36172335600907,21.35074829931973,0.0109750566893396
14.32126984126984,14.315102040816326,0.0061678004535146
14.215328798185942,14.21061224489796,0.0047165532879827
12.27750566893424,12.271746031746032,0.0057596371882091
13.206077097505668,13.200544217687074,0.0055328798185936
24.56045351473923,24.55510204081633,0.0053514739229036
17.955328798185942,17.949024943310658,0.0063038548752842
17.030022675736962,17.020226757369613,0.0097959183673488
13.841950113378685,13.83909297052154,0.0028571428571435
18.57891156462585,18.575963718820866,0.0029478458049894
27.923945578231294,27.921995464852607,0.0019501133786867
21.54140589569161,21.53650793650793,0.0048979591836726
14.422585034013606,14.419591836734694,0.0029931972789114
14.206712018140587,14.199002267573697,0.0077097505668923
45.26104308390023,45.255691609977326,0.0053514739229001
23.04952380952381,23.04580498866213,0.0037188208616782
16.968979591836735,16.962176870748298,0.0068027210884373
20.034149659863942,20.027210884353742,0.0069387755102034
20.99650793650793,20.99083900226757,0.0056689342403615
19.76770975056689,19.760181405895693,0.0075283446712006
18.353378684807257,18.3437641723356,0.0096145124716571
13.934013605442177,13.931972789115646,0.0020408163265308
10.34639455782313,10.344489795918369,0.0019047619047629
18.13183673469388,18.123174603174604,0.0086621315192729
12.54408163265306,12.53877551020408,0.0053061224489798
15.129886621315192,15.12780045351474,0.0020861678004528
12.99532879818594,12.99156462585034,0.0037641723356003
14.741133786848073,14.733061224489797,0.0080725623582758
14.03310657596372,14.02485260770975,0.0082539682539692
37.33591836734694,37.32607709750567,0.0098412698412744
17.287845804988663,17.287256235827666,0.0005895691609971
14.654875283446712,14.651791383219956,0.0030839002267573
16.40907029478458,16.404897959183675,0.0041723356009057
14.225714285714286,14.22222222222222,0.0034920634920645
14.22312925170068,14.22222222222222,0.0009070294784585
26.35560090702948,26.354648526077096,0.0009523809523841
