source_file,source_language,target_domain,condition_model,condition_layer,alpha,output_file,generation_status,method_used,notes
SP_HC_014.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_HC_014_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9999).
SP_HC_015.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_HC_015_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9282).
SP_HC_016.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_HC_016_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9936).
SP_HC_017.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_HC_017_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9661).
SP_HC_018.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_HC_018_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9987).
SP_HC_019.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_HC_019_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9941).
SP_HC_020.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_HC_020_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9989).
SP_PD_001.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_001_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9874).
SP_PD_002.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_002_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9998).
SP_PD_003.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_003_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9969).
SP_PD_004.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_004_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9986).
