evaluation_model,evaluation_layer,scenario,classifier,uar_original,uar_converted,uar_delta,accuracy_original,accuracy_converted,accuracy_delta,sensitivity_original,sensitivity_converted,specificity_original,specificity_converted,auc_original,auc_converted
wav2vec2,8,German->German,logistic_regression,0.75,0.8409090909090909,0.09090909090909094,0.75,0.8409090909090909,0.09090909090909094,0.7613636363636364,0.8522727272727273,0.7386363636363636,0.8295454545454546,0.7851239669421488,0.8995028409090909
wav2vec2,8,Combined->Combined,linear_svm,0.7463768115942029,0.822463768115942,0.07608695652173914,0.7463768115942029,0.822463768115942,0.07608695652173914,0.7391304347826086,0.8152173913043478,0.7536231884057971,0.8297101449275363,0.798099138836379,0.8832046838899391
wav2vec2,8,Combined->Combined,logistic_regression,0.7681159420289856,0.8134057971014492,0.045289855072463636,0.7681159420289855,0.8134057971014492,0.04528985507246375,0.7608695652173914,0.8115942028985508,0.7753623188405797,0.8152173913043478,0.8230938878386894,0.8724532661205628
wav2vec2,11,German->Spanish,linear_svm,0.51,0.45999999999999996,-0.050000000000000044,0.51,0.46,-0.04999999999999999,0.86,0.82,0.16,0.1,0.6656,0.5903999999999999
wav2vec2,11,German->Spanish,logistic_regression,0.62,0.54,-0.07999999999999996,0.62,0.54,-0.07999999999999996,0.84,0.86,0.4,0.22,0.7356,0.6691999999999999
wav2vec2,11,Spanish->German,linear_svm,0.5738636363636364,0.5397727272727273,-0.03409090909090906,0.5738636363636364,0.5397727272727273,-0.03409090909090906,0.7954545454545454,0.9886363636363636,0.3522727272727273,0.09090909090909091,0.6229984504132231,0.6571539256198347
wav2vec2,11,Spanish->German,logistic_regression,0.5795454545454546,0.5454545454545454,-0.03409090909090917,0.5795454545454546,0.5454545454545454,-0.03409090909090917,0.7954545454545454,0.9772727272727273,0.36363636363636365,0.11363636363636363,0.6428202479338844,0.6744576446280992
wav2vec2,11,Spanish->Spanish,linear_svm,0.8,0.8500000000000001,0.050000000000000044,0.8,0.85,0.04999999999999993,0.76,0.81,0.84,0.89,0.8176000000000001,0.8952
wav2vec2,11,Spanish->Spanish,logistic_regression,0.78,0.8400000000000001,0.06000000000000005,0.78,0.84,0.05999999999999994,0.72,0.8,0.84,0.88,0.8168000000000001,0.8825000000000001
wav2vec2,11,German->German,linear_svm,0.7159090909090909,0.8295454545454546,0.11363636363636365,0.7159090909090909,0.8295454545454546,0.11363636363636365,0.7272727272727273,0.8409090909090909,0.7045454545454546,0.8181818181818182,0.7441890495867769,0.8855081353305785
