model,layer,train_language,test_language,classifier,uar,accuracy,sensitivity,specificity,auc,n_train,n_test
wav2vec2,4,Spanish,Spanish,linear_svm,0.81,0.81,0.78,0.84,0.836,100,100
wav2vec2,4,Spanish,Spanish,logistic_regression,0.79,0.79,0.74,0.84,0.8256,100,100
wav2vec2,4,Spanish,German,linear_svm,0.5909090909090909,0.5909090909090909,0.75,0.4318181818181818,0.6171229338842976,100,176
wav2vec2,4,Spanish,German,logistic_regression,0.6647727272727273,0.6647727272727273,0.8636363636363636,0.4659090909090909,0.6934400826446281,100,176
wav2vec2,4,German,German,linear_svm,0.7159090909090909,0.7159090909090909,0.7045454545454546,0.7272727272727273,0.7994576446280992,176,176
wav2vec2,4,German,German,logistic_regression,0.7784090909090908,0.7784090909090909,0.7727272727272727,0.7840909090909091,0.8438791322314049,176,176
wav2vec2,4,German,Spanish,linear_svm,0.52,0.52,0.08,0.96,0.6524,176,100
wav2vec2,4,German,Spanish,logistic_regression,0.5599999999999999,0.56,0.16,0.96,0.7676000000000001,176,100
wav2vec2,4,Spanish+German,Spanish+German,linear_svm,0.7427536231884058,0.7427536231884058,0.7608695652173914,0.7246376811594203,0.8246691871455576,276,276
wav2vec2,4,Spanish+German,Spanish+German,logistic_regression,0.7753623188405797,0.7753623188405797,0.7681159420289855,0.782608695652174,0.8589582020583911,276,276
