model,layer,train_language,test_language,classifier,uar,accuracy,sensitivity,specificity,auc,n_train,n_test
wav2vec2,8,Spanish,Spanish,linear_svm,0.76,0.76,0.74,0.78,0.792,100,100
wav2vec2,8,Spanish,Spanish,logistic_regression,0.79,0.79,0.76,0.82,0.8296000000000001,100,100
wav2vec2,8,Spanish,German,linear_svm,0.5568181818181818,0.5568181818181818,0.7954545454545454,0.3181818181818182,0.6009814049586777,100,176
wav2vec2,8,Spanish,German,logistic_regression,0.5738636363636364,0.5738636363636364,0.875,0.2727272727272727,0.6608987603305786,100,176
wav2vec2,8,German,German,linear_svm,0.6931818181818181,0.6931818181818182,0.6590909090909091,0.7272727272727273,0.7554881198347108,176,176
wav2vec2,8,German,German,logistic_regression,0.7613636363636364,0.7613636363636364,0.7613636363636364,0.7613636363636364,0.7957128099173554,176,176
wav2vec2,8,German,Spanish,linear_svm,0.54,0.54,0.1,0.98,0.7316,176,100
wav2vec2,8,German,Spanish,logistic_regression,0.63,0.63,0.42,0.84,0.7807999999999999,176,100
wav2vec2,8,Spanish+German,Spanish+German,linear_svm,0.7536231884057971,0.7536231884057971,0.7463768115942029,0.7608695652173914,0.813694601974375,276,276
wav2vec2,8,Spanish+German,Spanish+German,logistic_regression,0.8079710144927537,0.8079710144927537,0.8115942028985508,0.8043478260869565,0.842680109220752,276,276
