model,layer,train_language,test_language,classifier,uar,accuracy,sensitivity,specificity,auc,n_train,n_test
wavlm,0,Spanish,Spanish,linear_svm,0.77,0.77,0.74,0.8,0.7944,100,100
wavlm,0,Spanish,Spanish,logistic_regression,0.73,0.73,0.68,0.78,0.7972,100,100
wavlm,0,Spanish,German,linear_svm,0.6420454545454546,0.6420454545454546,0.5113636363636364,0.7727272727272727,0.7161027892561983,100,176
wavlm,0,Spanish,German,logistic_regression,0.6477272727272727,0.6477272727272727,0.5454545454545454,0.75,0.7122933884297521,100,176
wavlm,0,German,German,linear_svm,0.7045454545454546,0.7045454545454546,0.7613636363636364,0.6477272727272727,0.7714359504132231,176,176
wavlm,0,German,German,logistic_regression,0.7272727272727273,0.7272727272727273,0.7727272727272727,0.6818181818181818,0.7645919421487603,176,176
wavlm,0,German,Spanish,linear_svm,0.68,0.68,0.56,0.8,0.746,176,100
wavlm,0,German,Spanish,logistic_regression,0.69,0.69,0.62,0.76,0.7487999999999999,176,100
wavlm,0,Spanish+German,Spanish+German,linear_svm,0.75,0.75,0.7681159420289855,0.7318840579710145,0.8003570678428901,276,276
wavlm,0,Spanish+German,Spanish+German,logistic_regression,0.7536231884057971,0.7536231884057971,0.7753623188405797,0.7318840579710145,0.8056080655324511,276,276
